rank_diff,home_form_win_rate,away_form_win_rate,home_form_goal_rate,away_form_goal_rate,home_form_concede,away_form_concede,h2h_home_win_rate,tournament_weight,is_neutral,home_team,away_team,date,home_score,away_score,outcome
9,0.6,0.4,1.2,0.8,0.8,0.4,0.4,0.3,0,England,Switzerland,2013-01-22,0,1,2
-4,0.4,0.8,1.4,1.2,1.2,0.2,0.5714285714285714,0.3,0,Uruguay,Spain,2013-01-24,2,1,0
-10,0.6,1.0,1.4,1.0,1.0,0.0,0.1111111111111111,0.3,0,Uruguay,Brazil,2013-01-29,2,3,2
12,0.2,0.4,0.4,0.8,1.2,0.4,0.25,0.6,1,Italy,Japan,2013-01-29,0,1,2
3,0.4,0.2,0.8,1.0,0.6,1.6,0.2727272727272727,1.0,1,Argentina,Portugal,2013-01-30,2,1,0
8,0.6,0.6,1.0,1.4,0.8,1.2,0.3888888888888889,1.0,1,Denmark,USA,2013-01-31,1,1,1
12,0.4,0.4,0.6,1.0,1.0,1.0,0.5,0.85,0,Belgium,USA,2013-02-01,2,0,0
19,0.4,0.6,0.8,0.8,0.8,0.2,0.45454545454545453,0.8,0,Argentina,Japan,2013-02-02,0,0,1
7,0.4,0.2,1.0,0.6,1.0,1.0,0.5,0.85,0,England,Croatia,2013-02-03,4,0,0
-5,0.0,0.6,0.2,1.8,1.4,0.8,0.16666666666666666,1.0,1,Italy,England,2013-02-06,2,1,0
3,0.2,0.2,0.4,1.4,1.4,0.8,0.15384615384615385,0.6,0,Italy,Morocco,2013-02-07,2,1,0
-9,0.6,0.2,0.8,1.4,0.0,1.0,0.38461538461538464,0.3,0,Japan,Morocco,2013-02-08,2,0,0
9,0.0,0.4,0.4,1.0,1.8,1.2,0.2857142857142857,0.3,1,Croatia,USA,2013-02-11,3,2,0
6,0.6,0.0,1.2,0.8,0.6,1.4,0.36363636363636365,1.0,1,Spain,Morocco,2013-02-13,3,1,0
8,0.4,0.6,0.8,1.8,0.6,1.2,0.46153846153846156,0.3,1,Argentina,Uruguay,2013-02-15,2,1,0
-21,0.8,1.0,1.2,1.4,0.0,0.4,0.6,0.3,1,Japan,Brazil,2013-02-19,3,0,0
18,0.8,0.2,1.8,1.0,0.8,1.2,0.5714285714285714,1.0,1,Spain,South Korea,2013-02-19,1,0,0
7,0.8,0.6,1.8,0.8,0.8,0.2,0.2,0.85,0,Spain,Switzerland,2013-02-26,0,1,2
-11,0.4,0.2,1.0,0.8,1.0,1.0,0.06666666666666667,1.0,1,Denmark,France,2013-02-26,1,1,1
-1,0.6,0.2,1.2,0.8,0.8,1.0,0.18181818181818182,0.3,0,Argentina,France,2013-03-01,0,0,1
2,0.0,0.8,0.8,1.6,1.8,0.0,0.2727272727272727,0.3,0,Senegal,Japan,2013-03-03,1,1,1
-21,0.6,0.8,1.4,1.2,0.2,1.0,0.6,0.3,1,Japan,Brazil,2013-03-12,1,0,0
8,0.4,0.2,1.0,1.0,0.8,1.6,0.3888888888888889,0.3,0,Denmark,USA,2013-03-13,1,1,1
0,0.0,0.2,0.6,1.0,1.6,1.0,0.25,1.0,1,Morocco,Denmark,2013-03-14,1,1,1
-11,0.0,0.0,0.8,0.4,1.8,0.8,0.42857142857142855,0.85,1,Morocco,France,2013-03-15,1,0,0
9,0.8,0.0,2.6,1.0,1.0,1.2,0.42857142857142855,0.3,0,Germany,Denmark,2013-03-15,4,2,0
-9,0.6,0.0,2.0,0.4,1.4,1.0,0.5,1.0,1,Uruguay,France,2013-03-18,1,1,1
9,0.6,0.2,1.0,1.2,0.4,2.0,0.5,0.8,0,Belgium,Mexico,2013-03-23,2,2,1
11,0.4,0.2,0.8,1.2,1.2,1.6,0.5,0.85,0,Italy,USA,2013-03-25,1,0,0
15,0.0,0.0,1.0,0.8,2.0,1.6,0.6,0.6,0,Portugal,USA,2013-03-26,4,3,0
-14,0.6,0.4,1.4,0.8,0.2,1.0,0.36363636363636365,0.3,0,Japan,Netherlands,2013-03-26,1,1,1
2,0.6,0.6,1.4,1.4,0.8,0.8,0.25,0.8,1,Spain,Belgium,2013-03-26,1,1,1
-14,0.2,0.4,1.0,2.0,1.2,1.6,0.08333333333333333,1.0,1,South Korea,Uruguay,2013-03-27,0,1,2
16,0.4,0.2,1.4,1.0,1.0,1.0,0.38461538461538464,0.8,0,Belgium,South Korea,2013-04-01,0,0,1
-18,0.0,0.4,0.6,1.2,1.0,1.0,0.0,0.85,0,South Korea,Spain,2013-04-01,0,0,1
-8,0.0,0.0,1.2,1.2,2.2,1.6,0.3333333333333333,0.3,1,USA,Denmark,2013-04-10,2,1,0
-6,0.2,0.2,1.0,1.8,2.0,2.4,0.2222222222222222,0.8,0,Croatia,Portugal,2013-04-11,0,1,2
1,1.0,0.6,3.0,1.6,1.0,0.6,0.23076923076923078,0.85,0,Germany,England,2013-04-13,1,1,1
13,0.4,0.2,1.0,1.6,1.0,2.0,0.14285714285714285,0.3,1,Netherlands,USA,2013-04-19,2,2,1
-3,0.8,0.6,2.6,1.0,1.2,1.2,0.36363636363636365,0.3,0,Germany,Brazil,2013-04-20,5,1,0
-12,0.8,0.0,1.0,0.4,0.0,1.0,0.3333333333333333,1.0,1,Switzerland,France,2013-04-23,0,1,2
-11,0.0,0.0,1.2,0.4,1.8,1.0,0.06666666666666667,1.0,1,Denmark,France,2013-04-23,1,1,1
-9,0.2,0.2,1.6,1.0,1.8,2.0,0.42857142857142855,0.8,0,USA,Croatia,2013-04-24,0,0,1
19,0.4,0.0,1.0,1.0,2.2,1.8,0.42857142857142855,0.3,1,Brazil,Senegal,2013-04-25,1,2,2
2,0.2,0.8,0.8,1.0,1.8,0.2,0.35714285714285715,1.0,1,Croatia,Switzerland,2013-04-29,0,2,2
-9,0.2,0.8,0.8,2.8,1.6,1.2,0.2222222222222222,0.3,0,Morocco,Germany,2013-04-30,0,3,2
-18,0.2,0.2,1.4,0.6,1.4,0.6,0.0,0.3,0,Senegal,France,2013-05-04,1,2,2
14,0.2,0.6,1.0,1.6,1.2,0.4,0.2727272727272727,1.0,1,Netherlands,Japan,2013-05-13,0,2,2
-10,0.2,0.6,1.6,1.0,1.8,1.0,0.0,0.3,0,Senegal,Italy,2013-05-13,0,0,1
10,0.2,0.6,0.6,1.6,1.8,0.4,0.5384615384615384,0.6,0,Croatia,Japan,2013-05-15,0,1,2
4,0.8,0.2,1.0,1.4,0.2,1.6,0.5555555555555556,0.6,1,Switzerland,Mexico,2013-05-17,1,0,0
-8,0.0,0.6,0.8,1.0,1.4,0.6,0.2857142857142857,0.3,0,Mexico,Italy,2013-05-23,2,0,0
-6,0.0,0.4,1.2,1.0,1.8,0.6,0.15384615384615385,0.3,0,Denmark,Spain,2013-05-25,1,0,0
8,0.2,0.2,1.0,1.0,2.6,0.8,0.3333333333333333,1.0,1,Brazil,Belgium,2013-05-25,0,0,1
-2,0.2,0.4,0.4,1.4,0.6,0.8,0.5,0.6,1,Spain,England,2013-05-27,1,0,0
-7,0.2,0.2,0.6,1.2,1.2,1.0,0.16666666666666666,0.85,0,Croatia,England,2013-05-28,2,1,0
8,0.8,0.2,3.0,0.4,1.0,1.0,0.4,0.3,1,Germany,Croatia,2013-05-31,2,2,1
-3,0.2,0.6,1.2,1.0,1.6,0.8,0.125,0.6,0,Denmark,Italy,2013-06-04,1,1,1
2,0.2,0.2,0.4,1.0,0.6,0.6,0.25,1.0,1,Spain,Belgium,2013-06-05,1,2,2
9,0.4,0.4,1.0,1.4,0.8,1.4,0.375,1.0,1,France,Uruguay,2013-06-07,1,0,0
-3,0.6,0.0,3.0,0.4,1.2,2.2,0.36363636363636365,0.3,0,Germany,Brazil,2013-06-08,1,1,1
8,0.2,0.2,1.4,0.6,1.2,1.8,0.4444444444444444,0.8,1,England,Morocco,2013-06-10,0,1,2
4,0.2,0.6,1.2,1.2,1.2,0.4,0.4375,0.3,0,Mexico,Japan,2013-06-13,1,0,0
-1,0.4,0.0,1.8,0.6,2.0,1.4,0.36363636363636365,0.85,0,Portugal,England,2013-06-20,3,1,0
9,0.2,0.2,1.0,1.2,1.4,1.2,0.25,0.6,1,Uruguay,Senegal,2013-06-22,1,3,2
-20,0.6,0.6,1.0,1.2,0.4,0.6,0.0,0.3,0,Japan,France,2013-06-25,0,2,2
-3,0.8,0.2,1.0,0.8,0.2,1.4,0.3,0.85,1,Switzerland,Uruguay,2013-06-30,1,2,2
-14,0.2,0.2,1.4,0.6,1.6,0.8,0.17647058823529413,1.0,1,USA,Spain,2013-07-04,1,2,2
11,0.4,0.4,1.0,0.8,1.2,0.8,0.18181818181818182,0.6,0,Uruguay,Japan,2013-07-07,1,1,1
0,0.4,0.2,0.8,1.2,1.4,1.6,0.25,0.3,1,Morocco,Denmark,2013-07-08,3,3,1
-17,0.2,0.4,1.6,2.4,1.8,1.0,0.23529411764705882,0.3,0,USA,Germany,2013-07-09,3,0,0
6,0.4,0.2,0.8,1.4,0.8,1.4,0.6153846153846154,0.8,0,Spain,Denmark,2013-07-13,1,0,0
-6,0.6,0.0,1.0,0.8,0.6,1.6,0.5,1.0,1,Switzerland,Netherlands,2013-07-13,3,0,0
-12,0.4,0.0,1.2,0.6,1.4,1.8,0.2,0.3,1,Morocco,Brazil,2013-07-19,2,0,0
8,0.2,0.4,1.2,1.6,1.2,1.0,0.3888888888888889,0.85,1,Denmark,USA,2013-07-22,0,2,2
1,0.4,0.4,0.8,2.2,0.6,1.4,0.45454545454545453,0.3,0,Argentina,Germany,2013-07-22,0,2,2
-6,0.4,0.4,0.8,2.2,0.8,1.4,0.375,0.3,0,Italy,Germany,2013-07-22,0,0,1
-14,0.4,0.6,1.6,1.0,0.8,0.8,0.17647058823529413,0.85,0,USA,Spain,2013-07-24,1,2,2
-4,0.4,0.6,1.2,1.4,1.0,0.6,0.3333333333333333,0.85,1,Mexico,Switzerland,2013-07-26,0,1,2
-8,0.8,0.6,1.6,2.2,0.4,1.8,0.25,0.3,0,Switzerland,Portugal,2013-07-26,2,1,0
-9,0.4,0.8,1.0,1.4,1.2,0.4,0.5,0.3,0,Uruguay,France,2013-07-29,0,1,2
9,0.2,0.6,1.0,1.4,1.2,1.2,0.4444444444444444,1.0,1,Germany,Morocco,2013-08-01,0,0,1
-15,0.4,0.6,1.4,2.0,0.8,1.6,0.2,0.3,0,USA,Portugal,2013-08-06,0,0,1
-3,0.0,1.0,0.6,1.4,1.6,0.2,0.5625,0.3,0,England,France,2013-08-08,2,1,0
-4,0.2,0.2,1.0,1.0,1.4,0.8,0.3333333333333333,0.3,0,Denmark,Belgium,2013-08-09,1,0,0
15,0.2,0.0,0.4,0.4,0.6,0.8,0.25,0.3,0,Italy,South Korea,2013-08-10,2,0,0
-24,0.0,0.0,0.0,0.6,0.8,2.0,0.3,0.85,0,South Korea,Brazil,2013-08-14,0,0,1
-9,0.4,0.2,1.0,0.6,0.8,0.6,0.3,0.3,0,Mexico,Belgium,2013-08-18,0,2,2
11,0.8,0.2,1.4,1.0,0.6,1.4,0.5333333333333333,0.85,0,France,Denmark,2013-08-23,0,0,1
24,0.0,0.0,0.4,0.0,1.0,0.6,0.3,0.3,0,Brazil,South Korea,2013-08-24,2,2,1
23,0.6,0.0,1.0,0.4,0.4,0.8,0.4,0.3,0,France,South Korea,2013-08-27,0,0,1
-5,0.0,0.4,0.4,1.4,0.8,1.0,0.36363636363636365,0.3,0,South Korea,Senegal,2013-08-29,1,0,0
-10,0.4,0.2,1.4,0.8,0.8,1.4,0.2222222222222222,0.6,0,USA,Uruguay,2013-09-03,0,0,1
20,0.4,0.4,0.8,0.8,0.4,0.8,0.36363636363636365,0.3,0,France,Japan,2013-09-06,1,0,0
12,0.0,0.4,0.6,1.2,1.0,1.2,0.6,0.3,0,Brazil,Morocco,2013-09-07,0,1,2
-9,0.4,0.2,1.2,0.8,1.0,1.2,0.4166666666666667,1.0,1,Senegal,Uruguay,2013-09-14,0,0,1
11,0.2,0.2,0.6,0.4,0.6,1.0,0.18181818181818182,0.3,0,Uruguay,Japan,2013-09-15,3,1,0
18,0.4,0.4,0.8,1.2,0.8,0.4,0.2857142857142857,0.85,0,Argentina,USA,2013-09-15,2,1,0
19,0.6,0.2,1.8,0.6,1.2,0.8,0.46153846153846156,0.6,0,Portugal,South Korea,2013-09-16,1,0,0
-8,0.8,0.6,1.6,1.2,0.6,0.6,0.25,1.0,1,Switzerland,Portugal,2013-09-20,1,1,1
4,0.4,0.8,0.8,1.4,0.8,0.8,0.5714285714285714,0.3,0,Argentina,Spain,2013-09-21,1,0,0
-12,0.6,0.4,1.6,0.6,0.8,0.4,0.3333333333333333,0.3,0,Switzerland,France,2013-09-22,0,3,2
6,0.0,0.6,0.8,1.4,2.0,1.0,0.375,0.6,0,Netherlands,Switzerland,2013-09-28,0,1,2
-2,0.6,0.2,1.0,0.8,1.0,1.2,0.21428571428571427,0.3,0,Switzerland,Croatia,2013-09-29,1,2,2
12,0.0,0.2,0.6,0.8,1.8,0.8,0.375,0.85,0,Netherlands,Senegal,2013-09-29,1,1,1
14,0.0,0.0,0.6,0.4,1.8,1.6,0.2727272727272727,0.6,0,Netherlands,Japan,2013-09-30,0,0,1
2,0.0,0.2,0.2,0.6,1.4,0.6,0.4166666666666667,1.0,1,Netherlands,Italy,2013-10-03,1,2,2
-10,0.2,0.2,0.8,0.8,0.8,0.6,0.2222222222222222,1.0,1,USA,Uruguay,2013-10-10,0,1,2
10,0.4,0.0,1.2,0.4,1.4,1.4,0.5384615384615384,0.3,0,Croatia,Japan,2013-10-13,2,0,0
-3,0.6,0.4,1.6,0.8,1.0,0.4,0.3333333333333333,0.3,0,Croatia,Belgium,2013-10-14,0,1,2
-4,0.6,0.2,1.0,0.8,0.4,1.6,0.0,1.0,1,Belgium,England,2013-10-16,0,0,1
12,0.0,0.6,0.6,1.4,1.2,0.6,0.6,0.3,0,Brazil,Morocco,2013-10-19,2,0,0
-5,0.6,0.2,1.0,0.6,0.4,0.8,0.2,0.3,0,Belgium,Germany,2013-10-21,2,4,2
-9,0.4,0.4,1.2,1.2,1.0,1.0,0.2222222222222222,0.3,0,Morocco,Germany,2013-10-22,0,1,2
-5,0.4,0.6,1.0,1.4,1.0,0.4,0.2,0.6,0,Belgium,Germany,2013-10-25,0,1,2
4,0.4,0.4,1.0,0.6,1.0,0.6,0.4444444444444444,0.85,0,Belgium,Morocco,2013-10-26,0,1,2
5,0.2,0.4,0.6,1.0,1.2,1.4,0.5555555555555556,0.3,0,Belgium,Switzerland,2013-11-06,2,0,0
-22,0.2,0.6,0.6,1.0,0.6,0.8,0.25,0.8,0,South Korea,Argentina,2013-11-10,0,2,2
5,0.6,0.0,1.0,0.4,0.6,1.4,0.1111111111111111,0.6,0,Argentina,Netherlands,2013-11-16,1,0,0
1,0.2,0.4,0.8,1.2,1.4,0.8,0.5454545454545454,0.3,0,England,Portugal,2013-11-17,2,0,0
1,0.2,0.4,0.8,1.0,1.0,0.4,0.45454545454545453,0.3,0,Brazil,France,2013-11-18,0,2,2
-19,0.0,0.8,0.4,1.2,1.4,0.6,0.18181818181818182,0.3,0,Japan,Argentina,2013-11-18,0,0,1
-4,0.2,0.2,0.8,0.8,1.2,1.2,0.3333333333333333,0.3,0,Denmark,Belgium,2013-11-18,0,1,2
-6,0.0,0.6,0.4,1.2,1.0,0.0,0.5,0.3,0,Netherlands,France,2013-11-21,1,0,0
4,0.0,0.2,0.4,0.6,1.0,1.0,0.4,0.3,0,USA,South Korea,2013-11-22,0,1,2
5,0.4,0.4,0.4,0.6,0.6,0.8,0.375,1.0,1,Morocco,Mexico,2013-11-23,3,0,0
17,0.2,0.4,0.6,0.4,0.8,0.6,0.46153846153846156,0.6,0,Netherlands,South Korea,2013-12-07,1,0,0
-9,0.6,0.6,1.0,1.2,0.6,0.4,0.2222222222222222,0.6,0,Morocco,Germany,2013-12-12,3,1,0
14,0.4,0.4,0.8,0.4,0.4,0.8,0.5,0.6,0,Uruguay,South Korea,2013-12-14,1,0,0
-1,0.4,0.6,1.0,1.4,1.0,1.0,0.3076923076923077,0.3,0,England,Germany,2013-12-14,0,0,1
4,0.4,0.0,0.6,0.2,1.2,1.2,0.4375,0.3,0,Mexico,Japan,2013-12-16,0,0,1
-7,0.2,0.6,0.2,1.0,1.2,0.2,0.26666666666666666,0.85,1,Mexico,Uruguay,2013-12-20,3,0,0
-1,0.2,0.2,0.6,0.2,1.6,0.8,0.2727272727272727,0.6,0,Switzerland,Denmark,2013-12-22,2,0,0
-9,0.6,0.6,1.0,1.2,0.8,0.2,0.5,0.6,0,Uruguay,France,2013-12-27,1,0,0
-1,0.6,0.8,1.6,1.2,1.0,0.8,0.2222222222222222,0.85,0,Croatia,Uruguay,2013-12-29,1,1,1
-20,0.0,0.2,0.2,0.8,0.8,1.0,0.1875,0.3,0,USA,Brazil,2013-12-29,2,2,1
-12,0.0,0.4,0.6,1.0,1.2,1.2,0.16666666666666666,0.85,1,USA,Belgium,2013-12-31,0,1,2
5,0.6,0.6,1.2,1.2,0.4,1.0,0.36363636363636365,1.0,1,France,Spain,2014-01-06,1,1,1
-1,0.6,0.2,1.2,0.6,0.8,1.0,0.5,0.3,1,Spain,Portugal,2014-01-07,3,0,0
1,0.2,0.0,0.8,0.6,1.0,1.4,0.4,0.3,0,Senegal,USA,2014-01-08,0,1,2
10,0.4,0.2,1.0,0.8,0.8,0.6,0.5714285714285714,0.3,0,Italy,Senegal,2014-01-08,2,0,0
-22,0.2,0.8,0.2,1.2,1.0,0.2,0.25,0.3,0,South Korea,Argentina,2014-01-09,0,0,1
-1,0.4,0.2,0.8,0.2,1.4,1.0,0.2727272727272727,0.6,0,Switzerland,Denmark,2014-01-10,0,1,2
-5,0.2,0.4,0.6,0.4,1.2,0.6,0.3333333333333333,0.85,0,Mexico,Denmark,2014-01-13,3,2,0
-13,0.4,0.4,1.2,1.0,1.4,0.8,0.2222222222222222,0.3,0,Mexico,England,2014-01-16,0,2,2
-23,0.2,0.4,0.2,1.2,0.8,0.6,0.13333333333333333,0.3,0,South Korea,France,2014-01-17,0,1,2
-16,0.2,0.6,0.6,1.2,1.0,0.2,0.2222222222222222,1.0,1,USA,England,2014-01-22,0,2,2
-11,0.6,0.4,1.4,0.8,0.8,0.6,0.42857142857142855,0.3,0,Morocco,France,2014-01-27,2,0,0
9,0.6,0.4,0.8,1.2,0.4,1.4,0.5,0.8,1,Belgium,Mexico,2014-01-30,3,0,0
-14,0.0,0.2,0.2,0.4,1.0,1.2,0.2222222222222222,0.3,0,Senegal,Portugal,2014-01-31,2,2,1
9,0.8,0.4,1.4,1.2,0.2,1.4,0.5,0.3,0,Belgium,Mexico,2014-02-04,2,1,0
10,0.6,0.2,0.8,0.6,0.0,1.2,0.25,1.0,1,Argentina,Denmark,2014-02-04,0,0,1
-7,0.2,0.4,0.6,0.8,1.2,1.0,0.42857142857142855,0.85,0,USA,Switzerland,2014-02-06,1,0,0
16,0.2,0.4,0.4,1.4,1.0,1.8,0.5,0.6,0,France,Mexico,2014-02-07,0,0,1
11,0.2,0.8,0.4,1.8,1.0,0.4,0.35714285714285715,0.6,0,France,Morocco,2014-02-07,2,1,0
-2,0.6,1.0,0.8,1.8,0.8,0.2,0.2,0.8,0,Uruguay,Belgium,2014-02-07,2,2,1
4,0.6,0.4,1.4,0.6,1.0,0.6,0.3,0.3,0,Germany,Netherlands,2014-02-09,1,1,1
-5,0.2,0.4,0.6,0.8,1.2,0.8,0.5,0.6,1,Denmark,Netherlands,2014-02-14,2,1,0
4,0.2,0.6,1.2,1.2,1.4,0.0,0.42857142857142855,1.0,1,Brazil,England,2014-02-16,0,0,1
4,0.8,0.8,1.8,2.0,0.6,0.6,0.4444444444444444,0.3,0,Belgium,Morocco,2014-02-19,2,0,0
19,0.2,0.2,0.8,0.2,1.6,0.6,0.46153846153846156,0.3,0,Portugal,South Korea,2014-02-22,1,0,0
-7,0.4,0.6,1.4,1.2,1.0,0.0,0.16666666666666666,0.3,0,Croatia,England,2014-02-27,0,1,2
9,0.4,0.4,1.0,0.8,0.8,1.0,0.2857142857142857,0.3,0,Croatia,USA,2014-03-01,2,2,1
-8,0.4,0.6,0.8,1.8,1.0,1.0,0.21428571428571427,0.85,1,USA,Morocco,2014-03-08,1,0,0
12,0.4,0.0,1.0,0.0,1.2,0.8,0.5,0.85,0,Denmark,South Korea,2014-03-10,2,1,0
5,0.4,0.4,0.8,1.2,0.8,1.2,0.5,1.0,1,Netherlands,Morocco,2014-03-10,2,0,0
13,0.6,0.0,1.4,0.6,0.6,1.2,0.18181818181818182,0.85,0,Spain,Senegal,2014-03-12,0,1,2
-6,0.2,0.2,0.8,0.6,1.2,1.2,0.3076923076923077,0.6,0,Senegal,Switzerland,2014-03-12,1,3,2
-24,0.0,0.2,0.2,0.8,1.0,1.0,0.3,0.3,0,South Korea,Brazil,2014-03-13,1,0,0
-11,0.2,0.4,0.6,0.8,1.4,0.8,0.42857142857142855,0.3,0,Morocco,France,2014-03-23,1,0,0
-17,0.2,0.4,0.8,0.6,1.6,0.0,0.3,0.85,0,Senegal,Argentina,2014-03-26,2,1,0
-8,0.2,0.4,1.0,0.8,1.0,0.8,0.2,0.6,1,Croatia,Germany,2014-03-28,1,1,1
-9,0.0,0.2,0.8,0.4,1.2,0.4,0.2727272727272727,0.8,1,Croatia,Argentina,2014-03-29,1,0,0
11,0.4,0.6,0.6,1.4,0.8,1.0,0.5333333333333333,0.6,1,France,Denmark,2014-03-30,0,0,1
-17,0.6,0.2,1.0,0.8,0.8,1.0,0.23529411764705882,0.85,0,USA,Germany,2014-04-03,1,0,0
-12,0.2,0.2,0.4,0.8,1.4,1.0,0.2,0.6,1,Morocco,Brazil,2014-04-05,2,3,2
5,0.4,0.2,1.2,0.4,1.4,0.8,0.2727272727272727,0.3,0,Senegal,South Korea,2014-04-08,0,0,1
4,0.2,0.2,0.4,0.8,0.8,1.6,0.2857142857142857,0.85,0,France,Portugal,2014-04-09,2,0,0
-5,0.6,0.6,1.4,1.0,0.4,0.0,0.16666666666666666,0.3,1,Italy,England,2014-04-10,1,1,1
-1,0.0,0.4,0.2,0.8,0.6,0.4,0.18181818181818182,0.3,1,Argentina,France,2014-04-15,1,1,1
-9,0.4,0.2,1.0,0.6,1.2,0.4,0.5,0.8,0,Uruguay,France,2014-04-16,1,2,2
-17,0.6,0.0,1.0,0.6,0.8,1.2,0.23529411764705882,0.3,1,USA,Germany,2014-04-20,0,3,2
9,0.2,0.4,1.0,1.2,0.6,1.0,0.42857142857142855,1.0,1,Germany,Denmark,2014-04-24,3,0,0
-7,0.6,0.0,1.4,0.4,0.4,0.8,0.6666666666666666,0.3,0,Italy,Argentina,2014-04-27,2,1,0
-3,0.6,0.4,1.2,1.0,0.2,0.6,0.5625,0.3,0,England,France,2014-04-29,1,0,0
8,0.4,0.0,1.0,0.2,1.0,1.0,0.5384615384615384,0.85,0,Switzerland,Japan,2014-05-03,1,0,0
-1,0.4,0.0,1.6,0.6,0.6,1.2,0.2727272727272727,0.3,0,Germany,Argentina,2014-05-08,0,0,1
-2,0.4,0.4,1.4,1.0,0.4,0.6,0.2222222222222222,0.3,0,Germany,France,2014-05-09,0,1,2
-22,0.2,0.0,0.4,0.6,0.8,1.2,0.25,0.85,1,South Korea,Argentina,2014-05-16,3,1,0
12,0.8,0.6,2.0,1.0,0.6,1.0,0.5,0.8,0,Belgium,USA,2014-05-16,1,1,1
7,0.2,0.2,1.0,0.8,1.6,1.8,0.5333333333333333,0.6,1,Uruguay,Mexico,2014-05-17,1,1,1
-8,0.6,0.2,2.0,1.0,0.8,1.4,0.08333333333333333,0.3,0,Belgium,Brazil,2014-05-17,1,3,2
-10,0.2,0.4,1.2,1.6,1.2,1.2,0.1111111111111111,0.85,1,Uruguay,Brazil,2014-05-20,0,1,2
-1,0.2,0.2,0.6,1.0,1.6,1.0,0.4666666666666667,0.3,0,Morocco,Croatia,2014-05-21,4,0,0
-6,0.4,0.4,0.8,1.2,1.0,0.8,0.15384615384615385,0.3,1,Denmark,Spain,2014-05-24,0,1,2
2,0.0,0.4,0.4,1.2,1.6,1.2,0.3333333333333333,1.0,1,Mexico,Senegal,2014-05-25,1,1,1
-12,0.4,0.4,1.0,1.4,0.8,1.2,0.3333333333333333,0.3,1,South Korea,Morocco,2014-05-25,1,0,0
1,0.6,0.0,1.2,0.6,0.6,1.4,0.36363636363636365,0.8,1,France,Argentina,2014-05-25,1,2,2
-1,0.6,0.4,1.2,1.0,0.6,0.6,0.1111111111111111,0.85,0,Netherlands,Spain,2014-05-27,1,0,0
19,0.2,0.6,0.6,1.2,1.8,0.6,0.46153846153846156,0.3,0,Portugal,South Korea,2014-05-30,0,0,1
-8,0.4,0.4,1.0,0.8,1.2,1.2,0.3333333333333333,0.85,0,USA,Denmark,2014-05-31,0,2,2
11,0.2,0.6,1.0,1.2,1.4,0.6,0.375,0.6,1,Argentina,Switzerland,2014-06-01,2,0,0
22,0.4,0.6,1.2,1.0,1.2,0.2,0.4166666666666667,1.0,1,Argentina,South Korea,2014-06-02,3,0,0
20,0.6,0.4,1.0,0.8,0.2,0.8,0.3333333333333333,0.3,0,England,South Korea,2014-06-03,3,1,0
-9,0.4,0.4,0.8,1.2,1.0,0.4,0.2857142857142857,0.3,1,Denmark,Germany,2014-06-09,3,0,0
12,0.6,0.4,1.4,1.0,0.8,0.8,0.2857142857142857,0.8,0,Brazil,Denmark,2014-06-10,3,0,0
19,0.6,0.0,1.6,0.0,0.8,0.6,0.45454545454545453,0.6,0,Argentina,Japan,2014-06-11,1,2,2
-1,0.4,0.4,0.8,1.0,1.0,1.4,0.2727272727272727,0.6,0,Switzerland,Denmark,2014-06-15,0,1,2
5,0.6,0.6,1.8,1.2,1.2,0.6,0.1111111111111111,0.3,0,Argentina,Netherlands,2014-06-19,0,2,2
7,0.4,0.4,0.8,0.6,1.0,1.2,0.42857142857142855,0.85,0,Switzerland,USA,2014-06-23,3,0,0
16,0.4,0.4,1.6,1.0,1.4,1.4,0.38461538461538464,0.8,0,Belgium,South Korea,2014-06-23,5,1,0
-4,0.4,0.6,1.0,1.6,0.6,1.0,0.21428571428571427,0.3,0,Spain,Argentina,2014-06-25,0,2,2
6,0.4,0.6,1.0,1.4,1.0,0.6,0.5,0.3,0,France,Netherlands,2014-07-04,0,1,2
-6,0.4,0.6,1.0,1.4,1.0,0.8,0.3076923076923077,0.3,0,Senegal,Switzerland,2014-07-05,0,1,2
7,0.4,0.4,0.8,2.2,1.0,1.4,0.4117647058823529,1.0,1,France,Belgium,2014-07-08,1,2,2
-18,0.2,0.4,0.4,1.2,0.8,0.8,0.1111111111111111,0.3,1,Japan,Germany,2014-07-15,0,3,2
9,0.6,0.2,1.2,0.4,0.8,1.0,0.38461538461538464,0.3,0,Denmark,Japan,2014-07-15,1,1,1
-15,0.2,0.4,0.6,0.8,1.2,0.8,0.15384615384615385,1.0,1,Japan,Spain,2014-07-26,1,1,1
-14,0.2,0.0,0.6,1.0,2.2,1.4,0.08333333333333333,0.6,0,South Korea,Uruguay,2014-07-30,0,0,1
-19,0.2,0.6,0.8,1.6,1.4,0.8,0.18181818181818182,0.3,0,Japan,Argentina,2014-07-31,1,1,1
-4,0.8,0.2,1.8,0.6,0.6,1.4,0.4444444444444444,0.3,0,Italy,Portugal,2014-08-01,0,0,1
17,0.4,0.2,1.2,0.4,0.8,1.8,0.6470588235294118,0.85,1,Germany,USA,2014-08-03,3,0,0
-15,0.0,0.2,0.2,0.6,2.4,0.8,0.2,0.6,0,USA,Portugal,2014-08-04,2,0,0
6,0.4,0.6,1.2,1.4,0.8,0.6,0.5,0.3,0,Germany,Italy,2014-08-10,1,0,0
4,0.6,0.8,1.4,1.4,0.8,0.4,0.3,0.85,1,Germany,Netherlands,2014-08-12,2,1,0
